"ID"	"feed"	"time"	"text1"	"text2"	"TAG"	"Nb_tag_detected"
3143973	"en_AUS_austra_int"	"2014-10-03 01:33:35"	"‘Terrifying’ toll as IS advances in Iraq"	"ISLAMIC State group militants have launched an assault on a town in western Iraq, amid warnings of the bloody toll being taken on civilians."	"IRQ"	1
3143974	"en_AUS_austra_int"	"2014-10-03 01:33:35"	"Family that hosted Ebola man confined"	"A FAMILY the US Ebola patient was staying with were confined to their Texas home under guard as the circle of people possibly exposed widened."	"USA"	2
3143975	"en_AUS_austra_int"	"2014-10-03 01:33:35"	"Google dragged into nude celebrity fracas"	"A LAWYER representing more than a dozen female Hollywood stars, models and athletes has threatened Google with a lawsuit seeking $US100m."	""	NA
3144418	"en_AUS_austra_int"	"2014-10-03 02:33:35"	"Fatal strike threatens Ukraine truce"	"SHELLING in the centre of the main rebel-held city in Ukraine’s east has killed a Swiss Red Cross worker."	"CHE"	1
3144418	"en_AUS_austra_int"	"2014-10-03 02:33:35"	"Fatal strike threatens Ukraine truce"	"SHELLING in the centre of the main rebel-held city in Ukraine’s east has killed a Swiss Red Cross worker."	"UKR"	1
3144419	"en_AUS_austra_int"	"2014-10-03 02:33:35"	"Paparazzi ‘harassing’ Prince George"	"PRINCE William has turned to his lawyers in an attempt to stop the paparazzi from hounding toddler Prince George at the park."	""	NA
3144726	"en_AUS_austra_int"	"2014-10-03 03:33:35"	"Pistorius ‘rang ex before shooting Reeva’"	"A NEW book claims that Oscar Pistorius was on the phone to his ex-girlfriend hours before he shot and killed Reeva Steenkamp."	"ZAF"	1
3145072	"en_AUS_austra_int"	"2014-10-03 04:33:35"	"Nauru financial crisis averted"	"THE Nauru government has narrowly avoided financial collapse after a court ruling allowing it access to its bank accounts."	"NRU"	1
3145073	"en_AUS_austra_int"	"2014-10-03 04:33:35"	"White mother sues sperm bank over black baby"	"A WHITE lesbian from rural Ohio has sued a sperm bank that inadvertently supplied her with sperm from an African-American donor."	"USA"	1
3145074	"en_AUS_austra_int"	"2014-10-03 04:33:35"	"A few beers can be a turn-off for sperm"	"DRINKING just two or three beers a week can reduce the quality of a man’s sperm, researchers say."	""	NA
3146394	"en_AUS_austra_int"	"2014-10-03 07:33:36"	"No concessions, China tells HK protesters"	"THE official mouthpiece of China’s Communist party has warned pro-democracy protesters in Hong Kong their cause is “doomed to fail”."	"CHN"	1
3146394	"en_AUS_austra_int"	"2014-10-03 07:33:36"	"No concessions, China tells HK protesters"	"THE official mouthpiece of China’s Communist party has warned pro-democracy protesters in Hong Kong their cause is “doomed to fail”."	"HKG"	1
3146395	"en_AUS_austra_int"	"2014-10-03 07:33:36"	"Obama ‘botched policies on Iraq and Syria’"	"THE Obama administration botched policies on Syria and Iraq by its failure to listen to national security officials, Panetta has claimed."	"IRQ"	1
3146395	"en_AUS_austra_int"	"2014-10-03 07:33:36"	"Obama ‘botched policies on Iraq and Syria’"	"THE Obama administration botched policies on Syria and Iraq by its failure to listen to national security officials, Panetta has claimed."	"SYR"	1
3146395	"en_AUS_austra_int"	"2014-10-03 07:33:36"	"Obama ‘botched policies on Iraq and Syria’"	"THE Obama administration botched policies on Syria and Iraq by its failure to listen to national security officials, Panetta has claimed."	"USA"	1
3146396	"en_AUS_austra_int"	"2014-10-03 07:33:36"	"Crackdown threat looms over HK protests"	"As the threat of renewed confrontation builds in Hong Kong, a crackdown by local police or mainland Chinese forces remains a possibility."	"CHN"	1
3146396	"en_AUS_austra_int"	"2014-10-03 07:33:36"	"Crackdown threat looms over HK protests"	"As the threat of renewed confrontation builds in Hong Kong, a crackdown by local police or mainland Chinese forces remains a possibility."	"HKG"	1
3146397	"en_AUS_austra_int"	"2014-10-03 07:33:36"	"Poker star sues in $14m card trick row"	"TOP poker player Phil Ivey claims his winning technique is used at casinos around the world. But Crockfords in Mayfair thinks he’s trying to stitch them up."	""	NA
3147288	"en_AUS_austra_int"	"2014-10-03 09:33:40"	"Cameron in talks with new Afghan premier"	"THE BRITISH Prime Minister has became the first world leader to hold talks with newly-inaugurated Afghan President Ashraf Ghani in Kabul."	"AFG"	2
3147288	"en_AUS_austra_int"	"2014-10-03 09:33:40"	"Cameron in talks with new Afghan premier"	"THE BRITISH Prime Minister has became the first world leader to hold talks with newly-inaugurated Afghan President Ashraf Ghani in Kabul."	"GBR"	2
3148264	"en_AUS_austra_int"	"2014-10-03 11:33:40"	"Anwar says Malaysia rights ignored"	"ANWAR Ibrahim, the Malaysian opposition leader who expects soon to be jailed again, has scorned Australian governments of both sides."	"AUS"	1
3148264	"en_AUS_austra_int"	"2014-10-03 11:33:40"	"Anwar says Malaysia rights ignored"	"ANWAR Ibrahim, the Malaysian opposition leader who expects soon to be jailed again, has scorned Australian governments of both sides."	"MYS"	2
3148265	"en_AUS_austra_int"	"2014-10-03 11:33:40"	"Beijing backers take on HK students"	"HONG Kong’s Occupy Central movement is under pressure tonight due to dwindling protester numbers and angry clashes with Beijing supporters."	"CHN"	1
3148265	"en_AUS_austra_int"	"2014-10-03 11:33:40"	"Beijing backers take on HK students"	"HONG Kong’s Occupy Central movement is under pressure tonight due to dwindling protester numbers and angry clashes with Beijing supporters."	"HKG"	1
3148266	"en_AUS_austra_int"	"2014-10-03 11:33:40"	"Obama ‘botched Iraq and Syria’"	"THE Obama administration botched policies on Syria and Iraq by failing to listen to national security officials, its former defence chief Leon Panetta has claimed."	"IRQ"	1
3148266	"en_AUS_austra_int"	"2014-10-03 11:33:40"	"Obama ‘botched Iraq and Syria’"	"THE Obama administration botched policies on Syria and Iraq by failing to listen to national security officials, its former defence chief Leon Panetta has claimed."	"SYR"	1
3148266	"en_AUS_austra_int"	"2014-10-03 11:33:40"	"Obama ‘botched Iraq and Syria’"	"THE Obama administration botched policies on Syria and Iraq by failing to listen to national security officials, its former defence chief Leon Panetta has claimed."	"USA"	1
3149575	"en_AUS_austra_int"	"2014-10-03 13:33:41"	"Violence flares in Hong Kong"	"VIOLENT outbursts have erupted across Hong Kong as thousands of pro-Beijing supporters storm the Occupy Central movement."	"CHN"	1
3149575	"en_AUS_austra_int"	"2014-10-03 13:33:41"	"Violence flares in Hong Kong"	"VIOLENT outbursts have erupted across Hong Kong as thousands of pro-Beijing supporters storm the Occupy Central movement."	"HKG"	1
3152142	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Turkish MPs back military action"	"TURKEY has approved a motion that gives the government new powers to launch military incursions into Syria and Iraq."	"IRQ"	1
3152142	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Turkish MPs back military action"	"TURKEY has approved a motion that gives the government new powers to launch military incursions into Syria and Iraq."	"SYR"	1
3152142	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Turkish MPs back military action"	"TURKEY has approved a motion that gives the government new powers to launch military incursions into Syria and Iraq."	"TUR"	2
3152143	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Zap on the wrist if you go astray"	"A NEW electronic bracelet will force users to heed their alarm clocks and go to the gym — by giving them an electric shock."	""	NA
3152144	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"US victim exposes risks of Ebola"	"MISUNDERSTANDING, fear and suspicion helped spread Ebola across five African countries and now, to the shores of the US."	"USA"	1
3152145	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Nebulous terrorists moving target"	"ON Friday night last week, the most powerful air force in the world finally struck. But the CIA believes its target moves from house to house and town to town."	"USA"	1
3152146	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Jihadists blamed for 9000 deaths"	"MORE than 9000 civilians have been killed in Iraq since the beginning of the year, says a UN report."	"IRQ"	1
3152147	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Weighing the risks of another Tiananmen"	"THE argument that Beijing would hesitate to use force against Hong Kong protesters can be overstated."	"CHN"	1
3152147	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Weighing the risks of another Tiananmen"	"THE argument that Beijing would hesitate to use force against Hong Kong protesters can be overstated."	"HKG"	1
3152148	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Beers give sperm a bashing"	"DRINKING just two pints of beer a week could reduce the quality of a man’s sperm, researchers have found."	""	NA
3152149	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Jakarta powers prepare to thwart Joko"	"INDONESIAN politics has changed dramatically in a fortnight and very unfavourably for incoming president Joko Widodo."	"IDN"	3
3152150	"en_AUS_austra_int"	"2014-10-03 17:33:40"	"Ebola forces Dallas lockdown"	"A WOMAN confined to her Dallas apartment after a man with Ebola stayed at her home said she never imagined this could happen."	""	NA
3157537	"en_AUS_austra_int"	"2014-10-04 05:33:40"	"Gang links suspected in HK clashes"	"HONG Kong police arrested 19 people, some believed to have organised crime ties, after mobs tried to drive pro-democracy protesters from the streets."	"HKG"	1
3157833	"en_AUS_austra_int"	"2014-10-04 06:33:40"	"Gang links as HK braces for new clashes"	"HONG Kong is bracing for a new day of violence, as pro-democracy supporters and their opponents appear headed for another showdown."	"HKG"	1
3157834	"en_AUS_austra_int"	"2014-10-04 06:33:40"	"Fear and doubt hangs over Ebola family"	"A HAZMAT crew decontaminated the Texas apartment where an Ebola patient was staying, as US officials called for calm over the case."	"USA"	2
3158076	"en_AUS_austra_int"	"2014-10-04 07:33:40"	"Gang links to Hong Kong clashes"	"HONG Kong is bracing after a night of violence, in which 19 people were arrested - eight of whom were linked to organised crime rings."	"HKG"	1
3158077	"en_AUS_austra_int"	"2014-10-04 07:33:40"	"IS executes Briton Henning in video"	"ISLAMIC State has claimed responsibility for the murder of British aid worker Alan Henning in a video showing his apparent beheading."	"GBR"	2
3158078	"en_AUS_austra_int"	"2014-10-04 07:33:40"	"Womb-transplant woman gives birth"	"IN A medical first, a woman in Sweden has given birth after receiving a womb transplant."	"SWE"	1
3159888	"en_AUS_austra_int"	"2014-10-04 12:33:41"	"Jihadists sell women for $12"	"EXTREMIST militants in Iraq have created slave markets through which to trade women and children, according to UN investigators."	"IRQ"	1
3159889	"en_AUS_austra_int"	"2014-10-04 12:33:41"	"Tunisia begins landmark election race"	"CAMPAIGNING is officially under way for parliamentary elections in Tunisia, the birthplace of the Arab Spring."	"TUN"	1
3159890	"en_AUS_austra_int"	"2014-10-04 12:33:41"	"Two Koreas to seek formal talks"	"NORTH and South Korea have agreed to work on resuming a formal high-level dialogue that has effectively been suspended for seven months."	"KOR"	1
3160577	"en_AUS_austra_int"	"2014-10-04 14:33:41"	"HK govt denies triads use"	"HONG Kong’s top police official has rejected claims the government worked with dangerous triads to engineer attacks on pro-democracy movement supporters."	"HKG"	1
3160956	"en_AUS_austra_int"	"2014-10-04 15:33:41"	"HK flashpoint feared"	"IN a potential flashpoint tonight in the pro-democracy campaign in Hong Kong, supporters have rallied opposite government headquarters."	"HKG"	1
3161726	"en_AUS_austra_int"	"2014-10-04 17:33:42"	"Thousands again defy HK government"	"MORE than 40,000 people were defying Hong Kong’s regional government and Beijing at a pro-democracy rally near government headquarters."	"CHN"	1
3161726	"en_AUS_austra_int"	"2014-10-04 17:33:42"	"Thousands again defy HK government"	"MORE than 40,000 people were defying Hong Kong’s regional government and Beijing at a pro-democracy rally near government headquarters."	"HKG"	1
3162182	"en_AUS_austra_int"	"2014-10-04 18:33:42"	"Outrage as British hostage executed"	"ISLAMIC State says it murdered British aid worker Alan Henning, apparently beheaded in a new video, in retaliation for the US-led air strikes."	"GBR"	1
3162182	"en_AUS_austra_int"	"2014-10-04 18:33:42"	"Outrage as British hostage executed"	"ISLAMIC State says it murdered British aid worker Alan Henning, apparently beheaded in a new video, in retaliation for the US-led air strikes."	"USA"	1
3164349	"en_AUS_austra_int"	"2014-10-05 00:33:44"	"Ebola victim now critical"	"THE first person diagnosed with the deadly Ebola virus on US soil is now in critical condition."	"USA"	1
3164350	"en_AUS_austra_int"	"2014-10-05 00:33:44"	"Parents plead for aid worker’s life"	"THE parents of a US man threatened with beheading by Islamic State say their son has devoted his life to humanitarian work and aiding Syria’s war refugees."	"SYR"	1
3164350	"en_AUS_austra_int"	"2014-10-05 00:33:44"	"Parents plead for aid worker’s life"	"THE parents of a US man threatened with beheading by Islamic State say their son has devoted his life to humanitarian work and aiding Syria’s war refugees."	"USA"	1
3164351	"en_AUS_austra_int"	"2014-10-05 00:33:44"	"HK ‘determined’ to end protests"	"PRO-democracy protesters in Hong Kong have reopened the door for talks over reform, as the city’s leader demanded streets be cleared by tomorrow."	"HKG"	1
3164615	"en_AUS_austra_int"	"2014-10-05 01:33:44"	"‘Baby Doc’ dies before going to trial"	"HAITI’S former dictator Jean-Claude “Baby Doc” Duvalier, who ruled his Caribbean nation with an iron fist, has died of a heart attack."	"HTI"	1
3164616	"en_AUS_austra_int"	"2014-10-05 01:33:44"	"‘Too little’ done to save Henning"	"THE family and friends of Alan Henning, murdered by terrorists in Syria, have accused the British government of doing too little to save his life."	"GBR"	1
3164616	"en_AUS_austra_int"	"2014-10-05 01:33:44"	"‘Too little’ done to save Henning"	"THE family and friends of Alan Henning, murdered by terrorists in Syria, have accused the British government of doing too little to save his life."	"SYR"	1
3165315	"en_AUS_austra_int"	"2014-10-05 04:33:44"	"Pope launches review of marriage, divorce"	"POPE Francis is launching a major review of Catholic teaching that could have major implications for the Church’s attitude to marriage, cohabitation and divorce."	"VAT"	2
3166152	"en_AUS_austra_int"	"2014-10-05 07:33:45"	"Officers held after mass graves found"	"AUTHORITIES in Mexico have found bodies in graves outside a town where 43 students disappeared after a deadly police shooting last week."	"MEX"	2
3166153	"en_AUS_austra_int"	"2014-10-05 07:33:45"	"Older people ‘turn on’ extra brain power"	"OLDER people can challenge mental decline by activating a wider range of brain functions and networks than the young."	""	NA
