"ID"	"feed"	"time"	"text1"	"text2"	"TAG"	"Nb_tag_detected"
3121206	"es_MEX_univer_int"	"2014-10-01 10:18:20"	"Kim Jong-un manda felicitación al presidente chino"	"Kim Jong-un envió hoy un mensaje de felicitación al presidente chino, Xi Jinping, por el aniversario de la fundación del país"	"CHN"	2
3121206	"es_MEX_univer_int"	"2014-10-01 10:18:20"	"Kim Jong-un manda felicitación al presidente chino"	"Kim Jong-un envió hoy un mensaje de felicitación al presidente chino, Xi Jinping, por el aniversario de la fundación del país"	"PRK"	1
3121207	"es_MEX_univer_int"	"2014-10-01 10:18:20"	"Australia financia nuevas medidas antiterroristas"	"El Gobierno anunció en agosto una inyección de unos 547 mdd para las agencias de Seguridad e Inteligencia y ha calculado que necesitará otros 434 mdd"	"AUS"	1
3121208	"es_MEX_univer_int"	"2014-10-01 10:18:20"	"Yihadistas liberan a soldado libanés secuestrado"	"El Frente al Nusra, filial de Al Qaeda en Siria, liberó anoche a un soldado libanés secuestrado el 17 de septiembre"	"LBN"	1
3121208	"es_MEX_univer_int"	"2014-10-01 10:18:20"	"Yihadistas liberan a soldado libanés secuestrado"	"El Frente al Nusra, filial de Al Qaeda en Siria, liberó anoche a un soldado libanés secuestrado el 17 de septiembre"	"SYR"	2
3121209	"es_MEX_univer_int"	"2014-10-01 10:18:20"	"Turquía pide permiso para atacar a los yihadistas"	"La petición del Gobierno se basa en el artículo 92 de la Constitución, que establece que es el Parlamento el que debe autorizar este tipo de medidas militares"	"TUR"	1
3121210	"es_MEX_univer_int"	"2014-10-01 10:18:20"	"Suman 48 muertos por la erupción del volcán Ontake"	"Los cuerpos de rescate reanudaron sus operaciones después de que en la víspera la acumulación de gases en la cima y el temor a una nueva explosión volcánica obligaran a cancelarlas"	""	NA
3121698	"es_MEX_univer_int"	"2014-10-01 11:18:21"	"Registra EU caso de ébola"	"Paciente se contagió en Liberia. Secretaria mexicana de Salud descarta riesgo para el país"	"LBR"	1
3121698	"es_MEX_univer_int"	"2014-10-01 11:18:21"	"Registra EU caso de ébola"	"Paciente se contagió en Liberia. Secretaria mexicana de Salud descarta riesgo para el país"	"MEX"	1
3121699	"es_MEX_univer_int"	"2014-10-01 11:18:21"	"Rasmussen crea una consultoría para asesorar a gobiernos"	"El ex primer ministro danés, anunció la creación de una consultoría para asesorar a gobiernos, organizaciones globales y grandes consorcios"	"DNK"	1
3121700	"es_MEX_univer_int"	"2014-10-01 11:18:21"	"Intelectuales y religiosos sirios instan al alto al fuego"	"El llamamiento también incluye al resto de fuerzas militares presentes en Siria"	"SYR"	3
3121701	"es_MEX_univer_int"	"2014-10-01 11:18:21"	"Aviones británicos atacan posiciones del EI en Irak"	"Dos aviones dispararon misiles contra una camioneta cargada de armamento y un vehículo de transporte en el oeste de Bagdad"	"GBR"	2
3121701	"es_MEX_univer_int"	"2014-10-01 11:18:21"	"Aviones británicos atacan posiciones del EI en Irak"	"Dos aviones dispararon misiles contra una camioneta cargada de armamento y un vehículo de transporte en el oeste de Bagdad"	"IRQ"	2
3122218	"es_MEX_univer_int"	"2014-10-01 12:18:22"	"Mueren 52 yihadistas en enfrentamientos al norte de Bagdad"	"Al menos 52 miembros del Estado Islámico han muerto en las últimas horas en choques con policías y bombardeos aéreos en la provincia de Saladino, al norte de Bagdad"	"IRQ"	1
3122219	"es_MEX_univer_int"	"2014-10-01 12:18:22"	"Stoltenberg asume secretaría general de OTAN"	"El político laborista noruego, con formación de economista y que será el primer secretario general de la OTAN de un país no perteneciente a la Unión Europea (UE), presidirá además el Consejo del Atlántico Norte"	"NOR"	1
3122220	"es_MEX_univer_int"	"2014-10-01 12:18:22"	"Coalición bombardea nuevas pociones del EI en Siria"	"El Observatorio Sirio de Derechos Humanos destacó que la fuerza multinacional, liderada por EU, lanzó varios ataques aéreos contra zonas donde se concentraban los extremistas en la periferia oriental y suroriental de Kobani"	"SYR"	3
3122221	"es_MEX_univer_int"	"2014-10-01 12:18:22"	"Rusia cierra causa contra activistas del #34;Arctic Sunrise#34;"	"Greenpeace asegura que no se termina el asunto dado que aún se espera la resolución del Tribunal Europeo de Derechos Humanos sobre la legitimidad de la detención del barco en aguas del Ártico el 19 de septiembre de 2013"	"RUS"	1
3122842	"es_MEX_univer_int"	"2014-10-01 13:18:22"	"Al menos 15 muertos en ataque cerca de un colegio en Siria"	"Al menos 15 personas murieron y otras veinte resultaron heridas, entre ellas varios menores, en un atentado perpetrado con un coche bomba cerca de un colegio en la ciudad de Homs, en el centro de Siria"	"SYR"	3
3123604	"es_MEX_univer_int"	"2014-10-01 14:18:23"	"Enemigos de Reino Unido, británicos que apoyan a EI: Cameron"	"El primer ministro británico prometió combatir a los británicos que se unen a las filas de extremistas islámicos en otros países"	"GBR"	6
3124218	"es_MEX_univer_int"	"2014-10-01 15:18:24"	"Grupo de DH denuncia que EI decapitó a 10 en Siria"	"El director del Observatorio Sirio de Derechos Humanos, Rami Abdulrahman, dijo desconocer porque fueron decapitados. ""Sólo el Estado Islámico sabe por qué. Quieren asustar a la gente"""	"SYR"	3
3124874	"es_MEX_univer_int"	"2014-10-01 16:18:25"	"Revelan más fallas de seguridad presidencial en EU"	"El 16 de septiembre, un contratista de seguridad armado y con tres condenas por asalto y agresión se subió a un elevador con Obama y su equipo de seguridad en la sede de los Centros para Control y Prevención de Enfermedades, en Atlanta"	"USA"	1
3124875	"es_MEX_univer_int"	"2014-10-01 16:18:25"	"Sismo de 4.9 grados sacude a la ciudad boliviana de La Paz"	"El movimiento telúrico tuvo su epicentro a 97 kilómetros al sudeste de La Paz y su hipocentro fue situado a solo 20 kilómetros de profundidad"	"BOL"	2
3125521	"es_MEX_univer_int"	"2014-10-01 17:18:26"	"Suman 46 los muertos por erupción del volcán en Japón"	"Personal militar descubrió diez cuerpos sin vida en la cima de la montaña"	""	NA
3126220	"es_MEX_univer_int"	"2014-10-01 18:18:27"	"Paciente con ébola en EU se encuentra grave"	"El Hospital Presbiteriano de Salud de Texas informó que la su condición del paciente, quien contrajo el virus en Liberia, es grave"	"LBR"	1
3126220	"es_MEX_univer_int"	"2014-10-01 18:18:27"	"Paciente con ébola en EU se encuentra grave"	"El Hospital Presbiteriano de Salud de Texas informó que la su condición del paciente, quien contrajo el virus en Liberia, es grave"	"USA"	1
3126221	"es_MEX_univer_int"	"2014-10-01 18:18:27"	"Rousseff es favorita para ganar"	"La presidenta Dilma Rousseff es la gran candidata a vencer en las elecciones presidenciales de Brasil, cuya primera ronda se celebrará este domingo, según una reciente encuesta"	"BRA"	2
3126222	"es_MEX_univer_int"	"2014-10-01 18:18:27"	"Sierra Leona pide ayuda a FAO por daños de ébola"	"El ministro de Agricultura de Sierra Leona, Joseph Sam Sesay, dijo que la mayoría de los afectados por el virus son granjeros y alertó de las consecuencias que puede tener un deterioro en el sector"	"SLE"	1
3126969	"es_MEX_univer_int"	"2014-10-01 19:18:28"	"Alcaldes de EU piden compasión para niños migrantes"	"En una carta firmada conjuntamente alcaldes de 13 ciudades piden a los líderes de la nación y los residentes de municipalidades que ayuden a los grupos que ofrecen asistencia a los menores indocumentados"	""	NA
3126970	"es_MEX_univer_int"	"2014-10-01 19:18:28"	"Obama pide evitar otra #34;tragedia#34; en Gaza"	"El presidente de Estados Unidos pidió que al mismo tiempo se garantice la seguridad de Israel"	"ISR"	1
3126970	"es_MEX_univer_int"	"2014-10-01 19:18:28"	"Obama pide evitar otra #34;tragedia#34; en Gaza"	"El presidente de Estados Unidos pidió que al mismo tiempo se garantice la seguridad de Israel"	"PSE"	1
3126970	"es_MEX_univer_int"	"2014-10-01 19:18:28"	"Obama pide evitar otra #34;tragedia#34; en Gaza"	"El presidente de Estados Unidos pidió que al mismo tiempo se garantice la seguridad de Israel"	"USA"	2
3126971	"es_MEX_univer_int"	"2014-10-01 19:18:28"	"The New York Times anuncia despido de 100 empleados"	"El diario indicó que el recorte en su redacción y otras áreas será para mantener su rentabilidad de largo plazo; los empleados que acepten el recorte de forma voluntaria serán compensados hasta con dos años de salario"	"USA"	1
3126972	"es_MEX_univer_int"	"2014-10-01 19:18:28"	"#39;Revolución de las Paraguas#39; enturbia el Dia Nacional de China"	"Los jóvenes manifestantes afirman que la ""Revolución de los Paraguas"" continuará hasta que el jefe ejecutivo de la región, Leung Chun-ying, dimita"	"CHN"	2
3127550	"es_MEX_univer_int"	"2014-10-01 20:18:29"	"Niños tuvieron contacto con enfermo de ébola en EU: Perry"	"El gobernador de Texas, Rick Perry, aseguró que algunos niños tuvieron contacto con el primer paciente diagnosticado con la enfermedad en Estados Unidos; aseguró que confía en que el virus será contenido"	"USA"	2
3127551	"es_MEX_univer_int"	"2014-10-01 20:18:29"	"Desalojan escuela en Connecticut por amenaza de bomba"	"Una persona llamó esta mañana a la escuela y amenazó con detonar el dispositivo; hasta el momento la policía de Monroe no ha encontrado ningún explosivo en el edificio de la primaria Sandy Hook ni en sus alrededores"	""	NA
3127552	"es_MEX_univer_int"	"2014-10-01 20:18:29"	"Confirman procesamiento de Boudou por falsificación"	"Luego de rechazar su apelación, la justicia argentina consideró que existen elementos suficientes para iniciar el procesamiento del vicepresidente argentino por falsificar documentos de un auto de su propiedad"	"ARG"	3
3128145	"es_MEX_univer_int"	"2014-10-01 21:18:30"	"Intruso de la Casa Blanca se declara inocente"	"Omar J. González está acusado de tres cargos federales por entrar ilegalmente a un edificio restringido mientras portaba un cuchillo; el hecho ha revelado varias fallas del Servicio Secreto"	"USA"	1
3128146	"es_MEX_univer_int"	"2014-10-01 21:18:30"	"Cataluña pide quitar suspensión de consulta independentista"	"El gobierno catalán presentó alegatos contra la suspensión dictada por el Tribunal Constitucional de España y pidió ""facilitar las libertades ideológicas y de expresión, así como la participación política de los ciudadanos"""	"ESP"	3
3128623	"es_MEX_univer_int"	"2014-10-01 22:18:31"	"Tras fallas, dimite jefa de Servicio Secreto en EU"	"Julia Pierson renunció hoy luego de que se dieran a conocer varias fallas del Servicio Secreto, encargado de la seguridad del presidente Barack Obama"	"USA"	1
3128624	"es_MEX_univer_int"	"2014-10-01 22:18:31"	"Virus respiratorio causa alarma en EU"	"Funcionarios de salud federales informaron que desde agosto el enterovirus 68, ha enfermado a unas 472 personas en 41 estados, casi todos son menores de edad"	""	NA
3128625	"es_MEX_univer_int"	"2014-10-01 22:18:31"	"Vacunas contra ébola podrían estar listas en marzo 2015: OMS"	"Tras un encuentro internacional donde expertos de varias áreas analizaron la posibilidad de crear, producir y distribuir las vacunas, la OMS informó que los fármacos podrían estar disponibles ""el primer trimestre de 2015"""	""	NA
3129270	"es_MEX_univer_int"	"2014-10-01 23:18:32"	"Jóvenes argentinas desfiguran a vecina por ser #39;linda#39;"	"Una joven de la ciudad argentina de Juan Domingo Perón fue atacada a cuchillazos por dos de sus vecinas; ""vamos a ver quién te dice que eres linda ahora"" le dijeron mientras le cortaban el rostro y la espalda"	"ARG"	3
3130368	"es_MEX_univer_int"	"2014-10-02 01:18:34"	"Kim Jong-Un se fractura los tobillos por su sobrepeso"	"Luego de las especulaciones sobre su salud, medios internacionales han señalado que el líder norcoreano, que pesa unos 127 kilos, se lesionó ambos tobillos al utilizar zapatos con plataforma"	"PRK"	2
3130804	"es_MEX_univer_int"	"2014-10-02 02:18:35"	"Hospital ignoró síntomas de primer enfermo de ébola en EU"	"El liberiano Thomas Eric Duncan, que visitaba a sus familiares en EU, fue el viernes pasado a una sala de emergencias en Dallas, donde sólo le dieron antibióticos y lo enviaron a su casa"	"LBR"	1
3130805	"es_MEX_univer_int"	"2014-10-02 02:18:35"	"Hallan en México a niña de EU secuestrada hace 12 años"	"Sabrina Allen, fue localizada y recuperada en México, luego de que fue raptada por su madre hace más de una década, quien violó el acuerdo de custodia"	"MEX"	1
3131187	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Kissinger planeó atacar Cuba y #39;aplastar#39; a Castro"	"Según documentos que el gobierno dio a conocer hoy en internet, hace 40 años, el ex secretario de Estado ordenó elaborar planes para atacar Cuba y ""aplastar a Castro"", enfurecido por el despliegue de tropas cubanas en Angola"	"AGO"	1
3131187	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Kissinger planeó atacar Cuba y #39;aplastar#39; a Castro"	"Según documentos que el gobierno dio a conocer hoy en internet, hace 40 años, el ex secretario de Estado ordenó elaborar planes para atacar Cuba y ""aplastar a Castro"", enfurecido por el despliegue de tropas cubanas en Angola"	"CUB"	2
3131188	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Paciente con ébola en EU vomitó en su camino al hospital"	"Thomas Eric Duncan vomitó en el suelo afuera de la casa de su familia en Texas unos días antes de ser diagnosticado con ébola, que se transmite principalmente por el contacto con fluidos corporales de personas infectadas"	"USA"	1
3131189	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Protestas en Hong Kong son asuntos internos, dice China a EU"	"""Los asuntos de Hong Kong son asuntos internos de China, y todos los países deberían respetar la soberanía de China"", señaló el ministro de Exteriores chino, Wang Yi, previo a su reunión con el secretario de Estado de EU, John Kerry"	"CHN"	3
3131189	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Protestas en Hong Kong son asuntos internos, dice China a EU"	"""Los asuntos de Hong Kong son asuntos internos de China, y todos los países deberían respetar la soberanía de China"", señaló el ministro de Exteriores chino, Wang Yi, previo a su reunión con el secretario de Estado de EU, John Kerry"	"HKG"	1
3131189	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Protestas en Hong Kong son asuntos internos, dice China a EU"	"""Los asuntos de Hong Kong son asuntos internos de China, y todos los países deberían respetar la soberanía de China"", señaló el ministro de Exteriores chino, Wang Yi, previo a su reunión con el secretario de Estado de EU, John Kerry"	"USA"	1
3131190	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Obama y Netanyahu se reúnen tras ofensiva en Gaza"	"Obama reafirmó su compromiso con la seguridad de Israel pero mostró su desacuerdo por los planes de Netanyahu de construir nuevos asentamientos judíos en Jerusalén Oriental"	"ISR"	3
3131190	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Obama y Netanyahu se reúnen tras ofensiva en Gaza"	"Obama reafirmó su compromiso con la seguridad de Israel pero mostró su desacuerdo por los planes de Netanyahu de construir nuevos asentamientos judíos en Jerusalén Oriental"	"PSE"	1
3131190	"es_MEX_univer_int"	"2014-10-02 03:18:36"	"Obama y Netanyahu se reúnen tras ofensiva en Gaza"	"Obama reafirmó su compromiso con la seguridad de Israel pero mostró su desacuerdo por los planes de Netanyahu de construir nuevos asentamientos judíos en Jerusalén Oriental"	"USA"	1
3133181	"es_MEX_univer_int"	"2014-10-02 08:18:40"	"Acusan ataque de prorrusos al aeropuerto de Donetsk"	"Kiev acusa que las milicias separatistas cañonearon el lugar con fuego de artillería y morteros"	"UKR"	3
3133182	"es_MEX_univer_int"	"2014-10-02 08:18:40"	"Hospital de Dallas envió a casa a enfermo de ébola"	"La decisión del Hospital Presbiteriano de Salud de Texas de dar de alta al paciente podría haber puesto a otros en riesgo de exposición al virus"	"USA"	1
3133183	"es_MEX_univer_int"	"2014-10-02 08:18:40"	"Caen dos policías de Argentina por torturar a detenido"	"La agresión de los agentes de la provincia de Tucumán fue filmada y de inmediato el video se hizo viral en medios locales y en redes sociales"	"ARG"	2
3133184	"es_MEX_univer_int"	"2014-10-02 08:18:40"	"Científicos tailandeses hallan anticuerpo contra el ébola"	"El nuevo anticuerpo aún está pendiente de experimentación en animales y humanos"	""	NA
3133650	"es_MEX_univer_int"	"2014-10-02 09:18:41"	"Irak advierte de bombardeo inminente a Mosul"	"Testimonios afirman que el ejército lanzó octavillas que piden a la población local alejarse de las viviendas cercanas a la posiciones yihadistas"	"IRQ"	2
3133651	"es_MEX_univer_int"	"2014-10-02 09:18:41"	"Francia: detienen a ex directivos de partido de Sarkozy"	"Casi seis de cada diez franceses desaprueban el regreso del ex jefe de Estado a la primera línea política, de acuerdo con sondeo"	"FRA"	3
3133652	"es_MEX_univer_int"	"2014-10-02 09:18:41"	"Afganistán: atentado Talibán deja tres soldados muertos"	"Un atentado suicida contra autobús que transportaba personal del ejército afgano fue adjudicado por portavoz del movimiento islámico fundamentalista"	"AFG"	2
3134199	"es_MEX_univer_int"	"2014-10-02 10:18:41"	"Hong Kong: piden renuncia de jefe de Gobierno"	"Algunos estudiantes afirman estar preparados para intensificar su campaña de desobediencia civil si Leung Chung-ying no dimite al final del día"	"HKG"	1
3134200	"es_MEX_univer_int"	"2014-10-02 10:18:41"	"Japón: niño, entre víctimas por erupción de volcán Ontake"	"El pequeño ha sido identificado junto a su progenitor como una de las 47 víctimas mortales"	""	NA
3134201	"es_MEX_univer_int"	"2014-10-02 10:18:41"	"Siria: reportan bombardeos y choques cerca de enclave kurdo"	"En la periferia suroriental de la población prosiguen los combates entre el Estado Islámico y las Unidades de Protección del Pueblo Kurdo"	"SYR"	2
3134640	"es_MEX_univer_int"	"2014-10-02 11:18:42"	"Parlamento danés avala envío de cazas para combatir al EI"	"La primera ministra, la socialdemócrata Helle Thorning-Schmidt, ya había anunciado la semana pasada la decisión del Gobierno danés, apoyada por toda la oposición, por lo que la votación era considerada un trámite"	"DNK"	1
3134641	"es_MEX_univer_int"	"2014-10-02 11:18:42"	"Rusia acusa a altos cargos ucranianos por crímenes de guerra"	"El Comité de Instrucción ruso informó que ha abierto el caso contra el titular de Defensa, Valeri Gueletéi, y el jefe del Estado Mayor, Víctor Muzhenko, por organizar asesinatos masivos, uso de métodos prohibidos en guerra y genocidio"	"RUS"	2
3134641	"es_MEX_univer_int"	"2014-10-02 11:18:42"	"Rusia acusa a altos cargos ucranianos por crímenes de guerra"	"El Comité de Instrucción ruso informó que ha abierto el caso contra el titular de Defensa, Valeri Gueletéi, y el jefe del Estado Mayor, Víctor Muzhenko, por organizar asesinatos masivos, uso de métodos prohibidos en guerra y genocidio"	"UKR"	1
3135836	"es_MEX_univer_int"	"2014-10-02 13:18:44"	"EI toma el control de ciudad en el oeste de Irak"	"Cientos de militantes de EI irrumpieron en Hit, a unos 160 km de Bagdad, la capital iraquí, y se apoderaron de la mayor parte de los distritos de la comunidad tras fuertes enfrentamientos"	"IRQ"	3
3135837	"es_MEX_univer_int"	"2014-10-02 13:18:44"	"La ONU condena los crímenes cometidos por EI"	"Zeid Ra""ad Al Hussein, Alto Comisionado de Naciones Unidas para Derechos Humanos, condenó las violaciones cometidas por el Estado Islámico en Irak, y que pueden constituir crímenes contra la humanidad"	"IRQ"	1
3137343	"es_MEX_univer_int"	"2014-10-02 15:18:45"	"80 personas habrían estado con paciente de ébola en EU"	"Según NBC News, cuatro miembros de la familia del paciente recibieron la orden de permanecer en sus casas por extrema precaución"	""	NA
3138010	"es_MEX_univer_int"	"2014-10-02 16:18:47"	"Cassez presenta denuncia por arresto en México"	"La demanda, en la que no especifica al presunto culpable, fue interpuesta ante la Fiscalía parisina y busca que la Justicia identifique y condene a los autores de su arresto. La francesa fue condenada en México a 60 años de cárcel por secuestro y liberada en 2013"	"MEX"	1
3138011	"es_MEX_univer_int"	"2014-10-02 16:18:47"	"Maduro lamenta asesinato de diputado oficialista"	"El presidente venezolano se sumó a las reacciones por el asesinato de Robert Serra, y su compañera, María Herrera"	"VEN"	2
3138808	"es_MEX_univer_int"	"2014-10-02 17:18:48"	"Pemex y Exxon Mobil analizan oportunidades de negocio"	"Petróleos Mexicanos y Exxon Mobil Corporation firmaron un memorándum para establecer bases de diálogo y análisis de oportunidades en el sector"	"MEX"	1
3140285	"es_MEX_univer_int"	"2014-10-02 19:18:50"	"Líder de Hong Kong no dimitirá; ofrece diálogo a estudiantes"	"Leung Chun-ying no dimitirá del cargo, pese al ultimátum planteado por los manifestantes; ofreció dialogar con ellos, pero precisó que ese diálogo sería dentro de los parámetros de la reforma electoral aprobada por China"	"CHN"	2
3140285	"es_MEX_univer_int"	"2014-10-02 19:18:50"	"Líder de Hong Kong no dimitirá; ofrece diálogo a estudiantes"	"Leung Chun-ying no dimitirá del cargo, pese al ultimátum planteado por los manifestantes; ofreció dialogar con ellos, pero precisó que ese diálogo sería dentro de los parámetros de la reforma electoral aprobada por China"	"HKG"	1
3140286	"es_MEX_univer_int"	"2014-10-02 19:18:50"	"Parlamento de Lesoto reabre; llaman a elecciones en febrero"	"El acuerdo se logró pese al intento de golpe de estado del Ejército de la nación africana."	""	NA
3140287	"es_MEX_univer_int"	"2014-10-02 19:18:50"	"Viajan médicos cubanos a África para combatir ébola"	"Los galenos se entrenaron semanas antes en prácticas de bioseguridad, como el uso de vestimenta especial para evitar infecciones y empleo de otros equipos que garanticen su salud."	"CUB"	1
3140288	"es_MEX_univer_int"	"2014-10-02 19:18:50"	"Sanciones no impedirán que Rusia sea potencia: Putin"	"Prestando poca atención al debilitamiento de la economía rusa, el mandatario aseguro que Rusia se convertirá en una de las principales potencias, pese a las ""injustificadas"" sanciones impuestas a su país por Occidente"	"RUS"	3
3140949	"es_MEX_univer_int"	"2014-10-02 20:18:50"	"No estoy muerto, asegura líder de Boko Haram en video"	"Aquí estoy, vivo. Solo moriré el día que Alá me quite el aliento"" afirmó Abubakar Shekau en un video, luego de que autoridades nigerianas aseguraran que estaba muerto"	"NGA"	1
3140950	"es_MEX_univer_int"	"2014-10-02 20:18:50"	"Turquía aprueba ataques contra el Estado Islámico"	"El parlamento turco aprobo la moción que crea el marco legal para cualquier intervención militar turca en Siria o Irak y el posible uso de bases turcas por parte de tropas extranjeras"	"IRQ"	1
3140950	"es_MEX_univer_int"	"2014-10-02 20:18:50"	"Turquía aprueba ataques contra el Estado Islámico"	"El parlamento turco aprobo la moción que crea el marco legal para cualquier intervención militar turca en Siria o Irak y el posible uso de bases turcas por parte de tropas extranjeras"	"SYR"	2
3140950	"es_MEX_univer_int"	"2014-10-02 20:18:50"	"Turquía aprueba ataques contra el Estado Islámico"	"El parlamento turco aprobo la moción que crea el marco legal para cualquier intervención militar turca en Siria o Irak y el posible uso de bases turcas por parte de tropas extranjeras"	"TUR"	4
3140951	"es_MEX_univer_int"	"2014-10-02 20:18:50"	"Científicos hallan anticuerpo, aún en prueba, contra ébola"	"Investigadores de la Facultad de Medicina de Bangkok aseguraron haber creado un nuevo tipo de anticuerpo contra el virus ""más efectivo"" que los existentes; apuntaron que se requiere experimentación en animales y humanos"	"THA"	1
3141566	"es_MEX_univer_int"	"2014-10-02 21:18:53"	"Jóvenes lanzan pasteles a político ucraniano en conferencia"	"Dos jóvenes encapuchados irrumpieron en una conferencia de prensa de Oleh Makhnitsky, asistente del presidente de Ucrania, Petro Poroshenko, y le arrojaron varios pasteles, aunque ninguno le dio"	"UKR"	3
3141567	"es_MEX_univer_int"	"2014-10-02 21:18:53"	"Suman 53 muertos por doble atentado en escuela de Siria"	"Entre los fallecidos hay 46 niños, luego de que un auto estallara y un bombardero suicida detonara una carga de explosivos en la primaria Akrima al Majzumi"	"SYR"	2
